project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude
PRJ-1232,PCL-10086,Maharashtra Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Maharashtra,Nagpur,5.0,5,Low,0.74,1,Partially Disbursed,126,Declaration Published (Sec 19),Conditional Clearance,145,0.51,Initial Stage (<30%),Low / Resistant,191,0.481,2026-08-29,,337,1,18.263757,78.46288
PRJ-1248,PCL-10087,Command Area Distribution Network 1,Irrigation / Water Canal,Karnataka,Kalaburagi,109.31,164,High,0.82,1,Pending Disbursal,187,Possession Taken (Sec 38),Under Scrutiny,170,0.43,Contested / Encroached,Moderate,277,0.08,2026-04-12,2027-02-22,316,1,16.002073,75.930235
PRJ-1145,PCL-10088,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,11.19,32,Medium,0.83,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,15,0.65,Initial Stage (<30%),High / Cooperative,222,0.303,2024-06-07,2024-07-03,26,0,10.561162,77.347339
PRJ-1103,PCL-10089,Command Area Distribution Network 4,Irrigation / Water Canal,Madhya Pradesh,Bhopal,14.05,2,Very High,0.63,1,Disputed in Escrow,421,Possession Taken (Sec 38),Pending Environmental Clearance,204,0.64,Partial Possession (30-70%),Low / Resistant,220,0.293,2023-04-22,2024-11-06,564,1,22.476742,76.374499
PRJ-1199,PCL-10090,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,27.06,28,Medium,0.53,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,132,0.93,Full Possession,High / Cooperative,227,0.438,2023-07-28,2023-09-12,46,0,13.455918,77.383577
PRJ-1050,PCL-10091,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,23.15,42,Very High,0.59,1,Disputed in Escrow,599,Notification Pending,Approved,28,0.38,Initial Stage (<30%),Low / Resistant,212,0.225,2023-08-24,2025-01-29,524,1,9.841405,78.115753
PRJ-1244,PCL-10092,Aviation Logistics Runway Package 3,Airport Infrastructure,Karnataka,Mysuru,47.56,128,Medium,0.89,1,Pending Disbursal,354,Notification Pending,Under Scrutiny,157,0.5,Initial Stage (<30%),Low / Resistant,235,0.215,2025-11-23,2027-01-18,421,1,15.3563,75.304054
PRJ-1089,PCL-10093,NH-34 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,94.98,88,Low,0.55,1,Disputed in Escrow,283,Declaration Published (Sec 19),Conditional Clearance,135,0.7,Partial Possession (30-70%),High / Cooperative,313,0.326,2022-09-29,2023-09-24,360,1,18.225871,78.869107
PRJ-1035,PCL-10094,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,23.45,35,High,0.66,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,184,0.78,Partial Possession (30-70%),Low / Resistant,220,0.348,2023-10-13,2024-07-19,280,1,25.345893,81.054367
PRJ-1077,PCL-10095,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,43.84,76,High,0.62,1,Partially Disbursed,103,Notification Pending,Pending Environmental Clearance,145,0.77,Contested / Encroached,Hostile / Legal Injunction,202,0.312,2027-04-12,2028-07-23,468,1,25.553879,81.224844
PRJ-1243,PCL-10096,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,23.38,25,Medium,0.69,1,Disputed in Escrow,349,Declaration Published (Sec 19),Approved,19,0.44,Initial Stage (<30%),Moderate,49,0.615,2027-03-14,2027-12-13,274,1,25.177383,79.537236
PRJ-1173,PCL-10097,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,61.77,147,Medium,0.47,0,Pending Disbursal,158,Award Declared (Sec 23),Resubmission Required,153,0.51,Substantial Possession (>70%),Moderate,308,0.654,2025-07-10,2026-06-18,343,1,27.646498,72.838024
PRJ-1214,PCL-10098,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Haryana,Gurugram,40.94,56,High,0.42,1,Pending Disbursal,281,Preliminary Notification (Sec 11),Under Scrutiny,105,0.5,Substantial Possession (>70%),Moderate,127,0.659,2026-11-04,2028-01-05,427,1,29.50195,75.719645
PRJ-1070,PCL-10099,Command Area Distribution Network 1,Irrigation / Water Canal,Rajasthan,Jaipur,5.0,10,Low,0.72,1,Partially Disbursed,38,Possession Taken (Sec 38),Approved,36,0.54,Partial Possession (30-70%),Low / Resistant,274,0.729,2025-08-31,2026-07-31,334,1,27.484272,74.143289
PRJ-1238,PCL-10100,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,78.85,60,Low,0.85,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,226,0.65,Full Possession,High / Cooperative,154,0.379,2026-02-25,2026-02-25,0,0,16.272556,81.163508
PRJ-1047,PCL-10101,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Dharwad,41.01,39,Medium,0.37,1,Pending Disbursal,195,Award Declared (Sec 23),Under Scrutiny,185,0.71,Initial Stage (<30%),Hostile / Legal Injunction,192,0.331,2025-12-30,2027-03-24,449,1,13.94684,75.78701
PRJ-1005,PCL-10102,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,35.22,29,High,0.45,0,Pending Disbursal,230,Possession Taken (Sec 38),Pending Environmental Clearance,125,0.63,Contested / Encroached,Moderate,146,0.553,2025-05-08,,287,1,22.424882,69.632182
PRJ-1155,PCL-10103,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,29.88,20,Low,0.64,0,Pending Disbursal,281,Notification Pending,Under Scrutiny,221,0.28,Initial Stage (<30%),Moderate,328,0.703,2022-06-15,2023-04-28,317,1,17.029663,82.089123
PRJ-1056,PCL-10104,Coimbatore Greenfield International Airport Phase 2,Airport Infrastructure,Tamil Nadu,Coimbatore,40.78,90,Low,0.95,0,Pending Disbursal,242,Declaration Published (Sec 19),Approved,15,0.73,Contested / Encroached,High / Cooperative,173,0.709,2024-01-01,2024-02-22,52,0,11.187911,78.092479
PRJ-1207,PCL-10105,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,21.12,32,Medium,0.66,1,Pending Disbursal,288,Preliminary Notification (Sec 11),Under Scrutiny,166,0.53,Contested / Encroached,Hostile / Legal Injunction,172,0.297,2022-08-02,2023-11-17,472,1,24.956333,79.406837
PRJ-1176,PCL-10106,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Uttar Pradesh,Noida,24.63,31,High,0.84,1,Pending Disbursal,177,Notification Pending,Approved,15,0.39,Substantial Possession (>70%),Hostile / Legal Injunction,231,0.68,2023-06-07,2024-08-08,428,1,27.52027,79.250761
PRJ-1133,PCL-10107,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,17.63,66,High,0.77,1,Partially Disbursed,87,Award Declared (Sec 23),Approved,15,0.39,Contested / Encroached,Hostile / Legal Injunction,376,0.096,2023-10-11,2024-10-14,369,1,25.240821,78.627803
PRJ-1151,PCL-10108,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,32.33,19,Medium,0.49,0,Partially Disbursed,79,Notification Pending,Approved,56,0.36,Partial Possession (30-70%),Moderate,199,0.276,2025-12-20,2026-06-01,163,1,14.822427,74.926901
PRJ-1078,PCL-10109,Salem Greenfield International Airport Phase 1,Airport Infrastructure,Tamil Nadu,Salem,45.26,120,Medium,0.89,1,Pending Disbursal,182,Preliminary Notification (Sec 11),Under Scrutiny,197,0.46,Initial Stage (<30%),Low / Resistant,217,0.656,2026-08-13,2027-10-18,431,1,10.017042,77.670919
PRJ-1003,PCL-10110,Gurugram Metro Rail Extension Corridor 5,Urban Metro / Transit,Haryana,Gurugram,29.72,117,Medium,0.85,0,Partially Disbursed,63,Notification Pending,Approved,15,0.79,Substantial Possession (>70%),High / Cooperative,164,0.694,2024-05-29,2024-07-03,35,0,29.134928,75.947826
PRJ-1245,PCL-10111,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,58.71,57,Medium,0.47,0,Pending Disbursal,187,Preliminary Notification (Sec 11),Under Scrutiny,84,0.47,Substantial Possession (>70%),High / Cooperative,183,0.525,2024-03-02,2024-10-09,221,1,28.969959,75.621678
PRJ-1177,PCL-10112,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,22.86,28,Low,0.82,1,Disputed in Escrow,413,Notification Pending,Under Scrutiny,124,0.46,Partial Possession (30-70%),High / Cooperative,79,0.494,2025-09-30,2026-07-08,281,1,15.423206,78.55327
PRJ-1176,PCL-10113,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Uttar Pradesh,Noida,33.73,42,Low,0.79,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,170,0.37,Full Possession,Low / Resistant,207,0.519,2023-06-07,2023-06-18,11,0,28.436872,80.696965
PRJ-1259,PCL-10114,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,23.87,74,Low,0.82,1,Pending Disbursal,114,Notification Pending,Resubmission Required,96,0.32,Initial Stage (<30%),Low / Resistant,153,0.544,2024-03-19,2025-03-16,362,1,14.793533,79.846298
PRJ-1011,PCL-10115,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Gujarat,Surat,45.26,122,Low,0.82,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,94,0.59,Partial Possession (30-70%),High / Cooperative,262,0.499,2026-11-02,2026-11-24,22,0,21.189882,69.559475
PRJ-1071,PCL-10116,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,23.1,30,Medium,0.92,0,Partially Disbursed,81,Award Declared (Sec 23),Conditional Clearance,174,0.46,Contested / Encroached,High / Cooperative,241,0.262,2024-08-01,2024-09-11,41,0,19.264595,78.80118
PRJ-1210,PCL-10117,Aviation Logistics Runway Package 3,Airport Infrastructure,Rajasthan,Jaipur,44.75,121,Low,0.44,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,143,0.76,Contested / Encroached,Hostile / Legal Injunction,190,0.224,2023-07-12,2024-02-24,227,1,25.349545,71.282494
PRJ-1077,PCL-10118,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,28.42,40,Medium,0.71,0,Partially Disbursed,105,Award Declared (Sec 23),Under Scrutiny,167,0.64,Full Possession,Low / Resistant,226,0.3,2027-04-12,,316,1,28.278116,82.259442
PRJ-1149,PCL-10119,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Madhya Pradesh,Ujjain,12.29,3,Low,0.72,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,116,0.85,Full Possession,Low / Resistant,211,0.416,2026-01-31,2026-05-30,119,1,23.634945,79.381306
PRJ-1138,PCL-10120,Gurugram Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Gurugram,20.22,32,Low,0.62,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,117,0.44,Substantial Possession (>70%),High / Cooperative,53,0.77,2026-01-08,2026-02-05,28,0,30.158341,75.726607
PRJ-1086,PCL-10121,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,16.98,44,High,0.48,0,Partially Disbursed,175,Possession Taken (Sec 38),Approved,106,0.41,Substantial Possession (>70%),Moderate,173,0.439,2024-10-11,,230,1,28.321336,76.872723
PRJ-1067,PCL-10122,Sundargarh Cargo Terminal Expansion 2,Airport Infrastructure,Odisha,Sundargarh,47.93,207,High,0.52,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,124,0.8,Substantial Possession (>70%),High / Cooperative,280,0.424,2024-02-16,2024-03-21,34,0,20.806007,85.367931
PRJ-1174,PCL-10123,Command Area Distribution Network 1,Irrigation / Water Canal,Odisha,Angul,108.56,163,High,0.68,1,Disputed in Escrow,508,Possession Taken (Sec 38),Approved,55,0.54,Contested / Encroached,Low / Resistant,179,0.182,2023-12-27,2025-03-30,459,1,20.899659,85.908252
PRJ-1028,PCL-10124,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,28.65,32,Medium,0.79,0,Partially Disbursed,112,Declaration Published (Sec 19),Approved,15,0.8,Full Possession,High / Cooperative,159,0.311,2024-07-23,2024-07-28,5,0,21.08377,73.161234
PRJ-1194,PCL-10125,NH-25 Four-Laning Bypass Section 4,Highway / Expressway,Madhya Pradesh,Ujjain,23.91,35,High,0.64,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,186,0.36,Partial Possession (30-70%),Moderate,103,0.619,2025-06-25,2026-04-21,300,1,23.824419,76.554
PRJ-1019,PCL-10126,Karnataka Green Express Corridor Phase 4,Highway / Expressway,Karnataka,Kalaburagi,23.65,2,Medium,0.8,0,Partially Disbursed,82,Possession Taken (Sec 38),Resubmission Required,78,0.53,Substantial Possession (>70%),Moderate,30,0.682,2024-07-20,2024-10-21,93,1,15.279942,74.550543
PRJ-1115,PCL-10127,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,57.03,86,Medium,0.71,0,Partially Disbursed,54,Declaration Published (Sec 19),Approved,34,0.31,Substantial Possession (>70%),Moderate,217,0.71,2023-05-31,2023-10-31,153,1,25.764997,77.174625
PRJ-1150,PCL-10128,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,50.3,91,High,0.95,0,Partially Disbursed,134,Preliminary Notification (Sec 11),Approved,69,0.41,Full Possession,Low / Resistant,294,0.529,2024-07-27,2025-06-20,328,1,19.638303,75.442898
PRJ-1202,PCL-10129,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,56.42,54,Low,0.85,1,Pending Disbursal,153,Possession Taken (Sec 38),Under Scrutiny,176,0.49,Initial Stage (<30%),Moderate,185,0.391,2024-12-08,2025-07-01,205,1,14.998594,82.090315
PRJ-1003,PCL-10130,Gurugram Metro Rail Extension Corridor 5,Urban Metro / Transit,Haryana,Gurugram,24.89,110,High,0.52,1,Disputed in Escrow,270,Notification Pending,Approved,25,0.4,Contested / Encroached,Low / Resistant,278,0.397,2024-05-29,2025-07-30,427,1,29.322874,75.642286
PRJ-1165,PCL-10131,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,87.32,172,Very High,0.65,1,Disputed in Escrow,330,Possession Taken (Sec 38),Conditional Clearance,211,0.82,Substantial Possession (>70%),Low / Resistant,196,0.445,2025-04-02,2026-07-20,474,1,22.511919,70.742516
PRJ-1154,PCL-10132,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,49.47,62,Medium,0.64,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,151,0.28,Initial Stage (<30%),Moderate,157,0.411,2026-01-19,2026-04-28,99,1,20.494916,76.555958
PRJ-1092,PCL-10133,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Haryana,Karnal,10.0,5,Low,0.9,0,Partially Disbursed,136,Notification Pending,Approved,34,0.6,Partial Possession (30-70%),High / Cooperative,278,0.443,2022-11-23,2023-01-03,41,0,29.259344,76.869193
PRJ-1055,PCL-10134,Jodhpur Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Rajasthan,Jodhpur,113.33,166,Medium,0.65,1,Pending Disbursal,218,Declaration Published (Sec 19),Conditional Clearance,88,0.68,Initial Stage (<30%),Moderate,252,0.583,2024-10-24,2025-08-27,307,1,24.161197,71.907428
PRJ-1017,PCL-10135,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,32.5,103,Medium,0.79,0,Partially Disbursed,129,Declaration Published (Sec 19),Under Scrutiny,205,0.29,Partial Possession (30-70%),Moderate,235,0.595,2025-03-21,2025-10-14,207,1,10.76952,78.453043
PRJ-1025,PCL-10136,Odisha Green Express Corridor Phase 4,Highway / Expressway,Odisha,Sundargarh,19.06,29,Very High,0.37,1,Fully Disbursed,0,Award Declared (Sec 23),Approved,48,0.48,Contested / Encroached,Moderate,267,0.329,2025-09-08,2026-08-09,335,1,21.958861,85.096398
PRJ-1116,PCL-10137,Coimbatore Lift Irrigation Main Canal Reach 4,Irrigation / Water Canal,Tamil Nadu,Coimbatore,57.21,84,High,0.5,1,Disputed in Escrow,279,Award Declared (Sec 23),Approved,72,0.28,Contested / Encroached,Low / Resistant,163,0.379,2024-07-16,2025-11-12,484,1,12.649054,79.23435
PRJ-1089,PCL-10138,NH-34 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,31.93,22,Low,0.34,1,Disputed in Escrow,182,Award Declared (Sec 23),Under Scrutiny,138,0.47,Contested / Encroached,Moderate,121,0.245,2022-09-29,2023-10-08,374,1,17.28435,78.634834
PRJ-1166,PCL-10139,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,25.41,32,High,0.74,0,Partially Disbursed,48,Award Declared (Sec 23),Under Scrutiny,139,0.52,Initial Stage (<30%),Moderate,190,0.377,2025-08-06,2026-02-18,196,1,27.079393,82.227769
PRJ-1082,PCL-10140,Kota Greenfield International Airport Phase 1,Airport Infrastructure,Rajasthan,Kota,360.76,617,Medium,0.66,0,Fully Disbursed,0,Declaration Published (Sec 19),Resubmission Required,172,0.43,Substantial Possession (>70%),High / Cooperative,358,0.604,2024-03-28,2024-06-30,94,1,25.880097,74.218512
PRJ-1005,PCL-10141,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,27.84,24,Medium,0.83,1,Fully Disbursed,0,Award Declared (Sec 23),Approved,128,0.73,Contested / Encroached,Low / Resistant,136,0.269,2025-05-08,2025-10-25,170,1,21.382694,70.572432
PRJ-1145,PCL-10142,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,33.2,124,Medium,0.76,0,Fully Disbursed,0,Declaration Published (Sec 19),Approved,79,0.95,Full Possession,Moderate,232,0.239,2024-06-07,2024-09-30,115,1,9.633999,78.65229
PRJ-1004,PCL-10143,Maharashtra Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Maharashtra,Nagpur,106.84,167,Medium,0.49,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,141,0.48,Initial Stage (<30%),Moderate,206,0.283,2024-04-03,2024-05-14,41,0,19.868106,74.399001
PRJ-1079,PCL-10144,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Hisar,5.49,2,Low,0.77,0,Fully Disbursed,0,Declaration Published (Sec 19),Pending Environmental Clearance,125,0.32,Substantial Possession (>70%),High / Cooperative,185,0.738,2026-10-18,2027-01-18,92,1,28.107007,76.91205
PRJ-1162,PCL-10145,Suburban Commuter Rapid Transit Line 4,Urban Metro / Transit,Haryana,Karnal,28.19,83,Medium,0.67,0,Partially Disbursed,48,Award Declared (Sec 23),Pending Environmental Clearance,206,0.78,Full Possession,Moderate,172,0.326,2023-05-29,2023-06-28,30,0,28.090538,76.829268
PRJ-1155,PCL-10146,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,47.97,91,Medium,0.63,1,Partially Disbursed,86,Declaration Published (Sec 19),Conditional Clearance,116,0.63,Contested / Encroached,Moderate,151,0.479,2022-06-15,2023-05-12,331,1,16.71889,79.429435
PRJ-1152,PCL-10147,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Madhya Pradesh,Ujjain,16.02,66,High,0.62,1,Pending Disbursal,95,Notification Pending,Pending Environmental Clearance,114,0.81,Substantial Possession (>70%),Low / Resistant,282,0.181,2024-10-11,2025-10-04,358,1,26.274591,75.972083
PRJ-1202,PCL-10148,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,54.63,52,Medium,0.88,1,Pending Disbursal,352,Declaration Published (Sec 19),Approved,48,0.45,Partial Possession (30-70%),Low / Resistant,185,0.653,2024-12-08,,446,1,16.413469,82.690199
PRJ-1093,PCL-10149,Tamil Nadu Dedicated High-Speed Rail Segment 2,Railway & Freight Corridor,Tamil Nadu,Kanchipuram,48.2,22,High,0.7,1,Pending Disbursal,127,Award Declared (Sec 23),Under Scrutiny,207,0.88,Partial Possession (30-70%),Hostile / Legal Injunction,262,0.292,2023-04-23,2024-09-18,514,1,11.831325,78.808607
PRJ-1250,PCL-10150,Andhra Pradesh Integrated Industrial Township 5,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,79.26,138,Low,0.57,1,Partially Disbursed,154,Possession Taken (Sec 38),Approved,51,0.48,Initial Stage (<30%),High / Cooperative,305,0.706,2026-08-26,,325,1,18.236776,79.799978
PRJ-1187,PCL-10151,Krishna Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Krishna,118.85,104,Low,0.82,0,Partially Disbursed,100,Award Declared (Sec 23),Approved,15,0.52,Partial Possession (30-70%),Moderate,353,0.4,2024-03-30,2024-05-30,61,0,17.603879,82.747429
PRJ-1237,PCL-10152,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,70.96,205,Medium,0.58,0,Fully Disbursed,0,Declaration Published (Sec 19),Pending Environmental Clearance,171,0.5,Full Possession,Moderate,141,0.094,2023-06-26,2023-08-08,43,0,20.707931,86.141871
PRJ-1040,PCL-10153,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Tamil Nadu,Madurai,40.81,75,Medium,0.7,0,Partially Disbursed,84,Preliminary Notification (Sec 11),Under Scrutiny,197,0.66,Substantial Possession (>70%),Moderate,193,0.272,2025-05-05,2025-06-05,31,0,12.023246,79.815526
PRJ-1077,PCL-10154,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,19.43,31,Medium,0.76,0,Partially Disbursed,131,Award Declared (Sec 23),Under Scrutiny,119,0.64,Partial Possession (30-70%),High / Cooperative,177,0.206,2027-04-12,2027-05-24,42,0,26.293783,79.255856
