parcel_id,project_id,state,district,latitude,longitude,project_type,land_area_acres,affected_families,affected_family_density,land_area_per_family,documentation_completeness_pct,rehabilitation_progress_pct,legal_dispute_indicator,compensation_pending_days,approval_processing_days,approval_delay_days,administrative_processing_days,historical_delay_rate,compensation_status,notification_status,approval_status,possession_status,stakeholder_responsiveness,ownership_complexity,ownership_complexity_score,stakeholder_response_score,possession_progress_score,operational_friction_index,target_delay_status,target_delay_days
PCL-10091,PRJ-1050,Tamil Nadu,Kanchipuram,9.841405,78.115753,Irrigation / Water Canal,23.15,42,1.8143,0.5512,59.0,38.0,1,599,28,0,212,0.225,Disputed in Escrow,Notification Pending,Approved,Initial Stage (<30%),Low / Resistant,Very High,4,2,2,69.85,1,524
PCL-10092,PRJ-1244,Karnataka,Mysuru,15.3563,75.304054,Airport Infrastructure,47.56,128,2.6913,0.3716,89.0,50.0,1,354,157,97,235,0.215,Pending Disbursal,Notification Pending,Under Scrutiny,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,63.06,1,421
PCL-10093,PRJ-1089,Andhra Pradesh,Krishna,18.225871,78.869107,Highway / Expressway,94.98,88,0.9265,1.0793,55.0,70.0,1,283,135,75,313,0.326,Disputed in Escrow,Declaration Published (Sec 19),Conditional Clearance,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,60.37,1,360
PCL-10094,PRJ-1035,Uttar Pradesh,Prayagraj,25.345893,81.054367,Irrigation / Water Canal,23.45,35,1.4925,0.67,66.0,78.0,0,0,184,124,220,0.348,Fully Disbursed,Notification Pending,Under Scrutiny,Partial Possession (30-70%),Low / Resistant,High,3,2,3,24.75,1,280
PCL-10095,PRJ-1077,Uttar Pradesh,Kanpur,25.553879,81.224844,Railway & Freight Corridor,43.84,76,1.7336,0.5768,62.0,77.0,1,103,145,85,202,0.312,Partially Disbursed,Notification Pending,Pending Environmental Clearance,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,57.96,1,468
PCL-10096,PRJ-1243,Uttar Pradesh,Noida,25.177383,79.537236,Highway / Expressway,23.38,25,1.0693,0.9352,69.0,44.0,1,349,19,0,49,0.615,Disputed in Escrow,Declaration Published (Sec 19),Approved,Initial Stage (<30%),Moderate,Medium,2,3,2,56.73,1,274
PCL-10097,PRJ-1173,Rajasthan,Kota,27.646498,72.838024,Urban Metro / Transit,61.77,147,2.3798,0.4202,47.0,51.0,0,158,153,93,308,0.654,Pending Disbursal,Award Declared (Sec 23),Resubmission Required,Substantial Possession (>70%),Moderate,Medium,2,3,4,37.29,1,343
PCL-10098,PRJ-1214,Haryana,Gurugram,29.50195,75.719645,Railway & Freight Corridor,40.94,56,1.3679,0.7311,42.0,50.0,1,281,105,45,127,0.659,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),Moderate,High,3,3,4,61.66,1,427
PCL-10099,PRJ-1070,Rajasthan,Jaipur,27.484272,74.143289,Irrigation / Water Canal,5.0,10,2.0,0.5,72.0,54.0,1,38,36,0,274,0.729,Partially Disbursed,Possession Taken (Sec 38),Approved,Partial Possession (30-70%),Low / Resistant,Low,1,2,3,54.54,1,334
PCL-10100,PRJ-1238,Andhra Pradesh,Nellore,16.272556,81.163508,Railway & Freight Corridor,78.85,60,0.7609,1.3141,85.0,65.0,0,0,226,166,154,0.379,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Full Possession,High / Cooperative,Low,1,4,5,12.28,0,0
PCL-10101,PRJ-1047,Karnataka,Dharwad,13.94684,75.78701,Renewable / Solar Park,41.01,39,0.951,1.0515,37.0,71.0,1,195,185,125,192,0.331,Pending Disbursal,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),Hostile / Legal Injunction,Medium,2,1,2,66.96,1,449
PCL-10102,PRJ-1005,Gujarat,Ahmedabad,22.424882,69.632182,Industrial Corridor / SEZ,35.22,29,0.8234,1.2144,45.0,63.0,0,230,125,65,146,0.553,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Contested / Encroached,Moderate,High,3,3,1,33.38,1,287
PCL-10103,PRJ-1155,Andhra Pradesh,Guntur,17.029663,82.089123,Irrigation / Water Canal,29.88,20,0.6693,1.4939,64.0,28.0,0,281,221,161,328,0.703,Pending Disbursal,Notification Pending,Under Scrutiny,Initial Stage (<30%),Moderate,Low,1,3,2,42.0,1,317
PCL-10104,PRJ-1056,Tamil Nadu,Coimbatore,11.187911,78.092479,Airport Infrastructure,40.78,90,2.207,0.4531,95.0,73.0,0,242,15,0,173,0.709,Pending Disbursal,Declaration Published (Sec 19),Approved,Contested / Encroached,High / Cooperative,Low,1,4,1,20.13,0,52
PCL-10105,PRJ-1207,Madhya Pradesh,Gwalior,24.956333,79.406837,Industrial Corridor / SEZ,21.12,32,1.5152,0.66,66.0,53.0,1,288,166,106,172,0.297,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Contested / Encroached,Hostile / Legal Injunction,Medium,2,1,1,66.04,1,472
PCL-10106,PRJ-1176,Uttar Pradesh,Noida,27.52027,79.250761,Renewable / Solar Park,24.63,31,1.2586,0.7945,84.0,39.0,1,177,15,0,231,0.68,Pending Disbursal,Notification Pending,Approved,Substantial Possession (>70%),Hostile / Legal Injunction,High,3,1,4,61.49,1,428
PCL-10107,PRJ-1133,Madhya Pradesh,Jabalpur,25.240821,78.627803,Urban Metro / Transit,17.63,66,3.7436,0.2671,77.0,39.0,1,87,15,0,376,0.096,Partially Disbursed,Award Declared (Sec 23),Approved,Contested / Encroached,Hostile / Legal Injunction,High,3,1,1,64.63,1,369
PCL-10108,PRJ-1151,Karnataka,Bengaluru Rural,14.822427,74.926901,Renewable / Solar Park,32.33,19,0.5877,1.7015,49.0,36.0,0,79,56,0,199,0.276,Partially Disbursed,Notification Pending,Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,31.06,1,163
PCL-10109,PRJ-1078,Tamil Nadu,Salem,10.017042,77.670919,Airport Infrastructure,45.26,120,2.6513,0.3772,89.0,46.0,1,182,197,137,217,0.656,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Initial Stage (<30%),Low / Resistant,Medium,2,2,2,55.72,1,431
PCL-10110,PRJ-1003,Haryana,Gurugram,29.134928,75.947826,Urban Metro / Transit,29.72,117,3.9367,0.254,85.0,79.0,0,63,15,0,164,0.694,Partially Disbursed,Notification Pending,Approved,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,13.84,0,35
PCL-10111,PRJ-1245,Haryana,Faridabad,28.969959,75.621678,Railway & Freight Corridor,58.71,57,0.9709,1.03,47.0,47.0,0,187,84,24,183,0.525,Pending Disbursal,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,30.45,1,221
PCL-10112,PRJ-1177,Andhra Pradesh,Krishna,15.423206,78.55327,Irrigation / Water Canal,22.86,28,1.2248,0.8164,82.0,46.0,1,413,124,64,79,0.494,Disputed in Escrow,Notification Pending,Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,51.96,1,281
PCL-10113,PRJ-1176,Uttar Pradesh,Noida,28.436872,80.696965,Renewable / Solar Park,33.73,42,1.2452,0.8031,79.0,37.0,0,0,170,110,207,0.519,Fully Disbursed,Declaration Published (Sec 19),Conditional Clearance,Full Possession,Low / Resistant,Low,1,2,5,25.76,0,11
PCL-10114,PRJ-1259,Andhra Pradesh,Visakhapatnam,14.793533,79.846298,Urban Metro / Transit,23.87,74,3.1001,0.3226,82.0,32.0,1,114,96,36,153,0.544,Pending Disbursal,Notification Pending,Resubmission Required,Initial Stage (<30%),Low / Resistant,Low,1,2,2,53.32,1,362
PCL-10115,PRJ-1011,Gujarat,Surat,21.189882,69.559475,Urban Metro / Transit,45.26,122,2.6955,0.371,82.0,59.0,0,0,94,34,262,0.499,Fully Disbursed,Preliminary Notification (Sec 11),Approved,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,17.53,0,22
PCL-10116,PRJ-1071,Maharashtra,Pune,19.264595,78.80118,Railway & Freight Corridor,23.1,30,1.2987,0.77,92.0,46.0,0,81,174,114,241,0.262,Partially Disbursed,Award Declared (Sec 23),Conditional Clearance,Contested / Encroached,High / Cooperative,Medium,2,4,1,19.37,0,41
PCL-10117,PRJ-1210,Rajasthan,Jaipur,25.349545,71.282494,Airport Infrastructure,44.75,121,2.7039,0.3698,44.0,76.0,1,0,143,83,190,0.224,Fully Disbursed,Preliminary Notification (Sec 11),Pending Environmental Clearance,Contested / Encroached,Hostile / Legal Injunction,Low,1,1,1,56.97,1,227
PCL-10118,PRJ-1077,Uttar Pradesh,Kanpur,28.278116,82.259442,Railway & Freight Corridor,28.42,40,1.4075,0.7105,71.0,64.0,0,105,167,107,226,0.3,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Full Possession,Low / Resistant,Medium,2,2,5,29.69,1,316
PCL-10119,PRJ-1149,Madhya Pradesh,Ujjain,23.634945,79.381306,Renewable / Solar Park,12.29,3,0.2441,4.0953,72.0,85.0,0,0,116,56,211,0.416,Fully Disbursed,Declaration Published (Sec 19),Under Scrutiny,Full Possession,Low / Resistant,Low,1,2,5,22.51,1,119
PCL-10120,PRJ-1138,Haryana,Gurugram,30.158341,75.726607,Renewable / Solar Park,20.22,32,1.5826,0.6319,62.0,44.0,0,0,117,57,53,0.77,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,15.19,0,28
PCL-10121,PRJ-1086,Haryana,Hisar,28.321336,76.872723,Urban Metro / Transit,16.98,44,2.5913,0.3859,48.0,41.0,0,175,106,46,173,0.439,Partially Disbursed,Possession Taken (Sec 38),Approved,Substantial Possession (>70%),Moderate,High,3,3,4,33.73,1,230
PCL-10122,PRJ-1067,Odisha,Sundargarh,20.806007,85.367931,Airport Infrastructure,47.93,207,4.3188,0.2315,52.0,80.0,0,0,124,64,280,0.424,Fully Disbursed,Notification Pending,Conditional Clearance,Substantial Possession (>70%),High / Cooperative,High,3,4,4,22.1,0,34
PCL-10123,PRJ-1174,Odisha,Angul,20.899659,85.908252,Irrigation / Water Canal,108.56,163,1.5015,0.666,68.0,54.0,1,508,55,0,179,0.182,Disputed in Escrow,Possession Taken (Sec 38),Approved,Contested / Encroached,Low / Resistant,High,3,2,1,65.21,1,459
PCL-10124,PRJ-1028,Gujarat,Ahmedabad,21.08377,73.161234,Irrigation / Water Canal,28.65,32,1.1169,0.8953,79.0,80.0,0,112,15,0,159,0.311,Partially Disbursed,Declaration Published (Sec 19),Approved,Full Possession,High / Cooperative,Medium,2,4,5,16.77,0,5
PCL-10125,PRJ-1194,Madhya Pradesh,Ujjain,23.824419,76.554,Highway / Expressway,23.91,35,1.4638,0.6831,64.0,36.0,0,0,186,126,103,0.619,Fully Disbursed,Preliminary Notification (Sec 11),Resubmission Required,Partial Possession (30-70%),Moderate,High,3,3,3,21.21,1,300
PCL-10126,PRJ-1019,Karnataka,Kalaburagi,15.279942,74.550543,Highway / Expressway,23.65,2,0.0846,11.8191,80.0,53.0,0,82,78,18,30,0.682,Partially Disbursed,Possession Taken (Sec 38),Resubmission Required,Substantial Possession (>70%),Moderate,Medium,2,3,4,16.94,1,93
PCL-10127,PRJ-1115,Madhya Pradesh,Jabalpur,25.764997,77.174625,Renewable / Solar Park,57.03,86,1.508,0.6631,71.0,31.0,0,54,34,0,217,0.71,Partially Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),Moderate,Medium,2,3,4,26.81,1,153
PCL-10128,PRJ-1150,Maharashtra,Thane,19.638303,75.442898,Urban Metro / Transit,50.3,91,1.8091,0.5527,95.0,41.0,0,134,69,9,294,0.529,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,Low / Resistant,High,3,2,5,30.93,1,328
PCL-10129,PRJ-1202,Andhra Pradesh,Guntur,14.998594,82.090315,Renewable / Solar Park,56.42,54,0.9571,1.0448,85.0,49.0,1,153,176,116,185,0.391,Pending Disbursal,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),Moderate,Low,1,3,2,50.08,1,205
PCL-10130,PRJ-1003,Haryana,Gurugram,29.322874,75.642286,Urban Metro / Transit,24.89,110,4.4194,0.2263,52.0,40.0,1,270,25,0,278,0.397,Disputed in Escrow,Notification Pending,Approved,Contested / Encroached,Low / Resistant,High,3,2,1,69.62,1,427
PCL-10131,PRJ-1165,Gujarat,Kutch,22.511919,70.742516,Irrigation / Water Canal,87.32,172,1.9698,0.5077,65.0,82.0,1,330,211,151,196,0.445,Disputed in Escrow,Possession Taken (Sec 38),Conditional Clearance,Substantial Possession (>70%),Low / Resistant,Very High,4,2,4,62.21,1,474
PCL-10132,PRJ-1154,Maharashtra,Pune,20.494916,76.555958,Irrigation / Water Canal,49.47,62,1.2533,0.7979,64.0,28.0,0,0,151,91,157,0.411,Fully Disbursed,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),Moderate,Medium,2,3,2,24.04,1,99
PCL-10133,PRJ-1092,Haryana,Karnal,29.259344,76.869193,Renewable / Solar Park,10.0,5,0.5,1.9996,90.0,60.0,0,136,34,0,278,0.443,Partially Disbursed,Notification Pending,Approved,Partial Possession (30-70%),High / Cooperative,Low,1,4,3,22.01,0,41
PCL-10134,PRJ-1055,Rajasthan,Jodhpur,24.161197,71.907428,Irrigation / Water Canal,113.33,166,1.4647,0.6827,65.0,68.0,1,218,88,28,252,0.583,Pending Disbursal,Declaration Published (Sec 19),Conditional Clearance,Initial Stage (<30%),Moderate,Medium,2,3,2,57.36,1,307
PCL-10135,PRJ-1017,Tamil Nadu,Madurai,10.76952,78.453043,Urban Metro / Transit,32.5,103,3.1692,0.3155,79.0,29.0,0,129,205,145,235,0.595,Partially Disbursed,Declaration Published (Sec 19),Under Scrutiny,Partial Possession (30-70%),Moderate,Medium,2,3,3,29.16,1,207
PCL-10136,PRJ-1025,Odisha,Sundargarh,21.958861,85.096398,Highway / Expressway,19.06,29,1.5215,0.6572,37.0,48.0,1,0,48,0,267,0.329,Fully Disbursed,Award Declared (Sec 23),Approved,Contested / Encroached,Moderate,Very High,4,3,1,56.56,1,335
PCL-10137,PRJ-1116,Tamil Nadu,Coimbatore,12.649054,79.23435,Irrigation / Water Canal,57.21,84,1.4683,0.6811,50.0,28.0,1,279,72,12,163,0.379,Disputed in Escrow,Award Declared (Sec 23),Approved,Contested / Encroached,Low / Resistant,High,3,2,1,67.28,1,484
PCL-10138,PRJ-1089,Andhra Pradesh,Krishna,17.28435,78.634834,Highway / Expressway,31.93,22,0.689,1.4513,34.0,47.0,1,182,138,78,121,0.245,Disputed in Escrow,Award Declared (Sec 23),Under Scrutiny,Contested / Encroached,Moderate,Low,1,3,1,59.27,1,374
PCL-10139,PRJ-1166,Uttar Pradesh,Varanasi,27.079393,82.227769,Highway / Expressway,25.41,32,1.2593,0.794,74.0,52.0,0,48,139,79,190,0.377,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Initial Stage (<30%),Moderate,High,3,3,2,22.85,1,196
PCL-10140,PRJ-1082,Rajasthan,Kota,25.880097,74.218512,Airport Infrastructure,360.76,617,1.7103,0.5847,66.0,43.0,0,0,172,112,358,0.604,Fully Disbursed,Declaration Published (Sec 19),Resubmission Required,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,25.92,1,94
PCL-10141,PRJ-1005,Gujarat,Ahmedabad,21.382694,70.572432,Industrial Corridor / SEZ,27.84,24,0.8621,1.16,83.0,73.0,1,0,128,68,136,0.269,Fully Disbursed,Award Declared (Sec 23),Approved,Contested / Encroached,Low / Resistant,Medium,2,2,1,43.7,1,170
PCL-10142,PRJ-1145,Tamil Nadu,Tiruchirappalli,9.633999,78.65229,Urban Metro / Transit,33.2,124,3.7349,0.2677,76.0,95.0,0,0,79,19,232,0.239,Fully Disbursed,Declaration Published (Sec 19),Approved,Full Possession,Moderate,Medium,2,3,5,17.75,1,115
PCL-10143,PRJ-1004,Maharashtra,Nagpur,19.868106,74.399001,Irrigation / Water Canal,106.84,167,1.5631,0.6398,49.0,48.0,0,0,141,81,206,0.283,Fully Disbursed,Possession Taken (Sec 38),Under Scrutiny,Initial Stage (<30%),Moderate,Medium,2,3,2,26.88,0,41
PCL-10144,PRJ-1079,Haryana,Hisar,28.107007,76.91205,Irrigation / Water Canal,5.49,2,0.3643,2.7436,77.0,32.0,0,0,125,65,185,0.738,Fully Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,18.34,1,92
PCL-10145,PRJ-1162,Haryana,Karnal,28.090538,76.829268,Urban Metro / Transit,28.19,83,2.9443,0.3396,67.0,78.0,0,48,206,146,172,0.326,Partially Disbursed,Award Declared (Sec 23),Pending Environmental Clearance,Full Possession,Moderate,Medium,2,3,5,20.97,0,30
PCL-10146,PRJ-1155,Andhra Pradesh,Guntur,16.71889,79.429435,Irrigation / Water Canal,47.97,91,1.897,0.5271,63.0,63.0,1,86,116,56,151,0.479,Partially Disbursed,Declaration Published (Sec 19),Conditional Clearance,Contested / Encroached,Moderate,Medium,2,3,1,49.05,1,331
PCL-10147,PRJ-1152,Madhya Pradesh,Ujjain,26.274591,75.972083,Urban Metro / Transit,16.02,66,4.1199,0.2427,62.0,81.0,1,95,114,54,282,0.181,Pending Disbursal,Notification Pending,Pending Environmental Clearance,Substantial Possession (>70%),Low / Resistant,High,3,2,4,56.48,1,358
PCL-10148,PRJ-1202,Andhra Pradesh,Guntur,16.413469,82.690199,Renewable / Solar Park,54.63,52,0.9519,1.0506,88.0,45.0,1,352,48,0,185,0.653,Pending Disbursal,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Low / Resistant,Medium,2,2,3,61.8,1,446
PCL-10149,PRJ-1093,Tamil Nadu,Kanchipuram,11.831325,78.808607,Railway & Freight Corridor,48.2,22,0.4564,2.1908,70.0,88.0,1,127,207,147,262,0.292,Pending Disbursal,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),Hostile / Legal Injunction,High,3,1,3,58.49,1,514
PCL-10150,PRJ-1250,Andhra Pradesh,Guntur,18.236776,79.799978,Industrial Corridor / SEZ,79.26,138,1.7411,0.5743,57.0,48.0,1,154,51,0,305,0.706,Partially Disbursed,Possession Taken (Sec 38),Approved,Initial Stage (<30%),High / Cooperative,Low,1,4,2,56.57,1,325
PCL-10151,PRJ-1187,Andhra Pradesh,Krishna,17.603879,82.747429,Industrial Corridor / SEZ,118.85,104,0.8751,1.1428,82.0,52.0,0,100,15,0,353,0.4,Partially Disbursed,Award Declared (Sec 23),Approved,Partial Possession (30-70%),Moderate,Low,1,3,3,29.5,0,61
PCL-10152,PRJ-1237,Odisha,Sundargarh,20.707931,86.141871,Airport Infrastructure,70.96,205,2.889,0.3461,58.0,50.0,0,0,171,111,141,0.094,Fully Disbursed,Declaration Published (Sec 19),Pending Environmental Clearance,Full Possession,Moderate,Medium,2,3,5,22.44,0,43
PCL-10153,PRJ-1040,Tamil Nadu,Madurai,12.023246,79.815526,Industrial Corridor / SEZ,40.81,75,1.8378,0.5441,70.0,66.0,0,84,197,137,193,0.272,Partially Disbursed,Preliminary Notification (Sec 11),Under Scrutiny,Substantial Possession (>70%),Moderate,Medium,2,3,4,23.84,0,31
PCL-10154,PRJ-1077,Uttar Pradesh,Kanpur,26.293783,79.255856,Railway & Freight Corridor,19.43,31,1.5955,0.6268,76.0,64.0,0,131,119,59,177,0.206,Partially Disbursed,Award Declared (Sec 23),Under Scrutiny,Partial Possession (30-70%),High / Cooperative,Medium,2,4,3,20.42,0,42
PCL-10155,PRJ-1085,Andhra Pradesh,Visakhapatnam,17.381707,78.737816,Irrigation / Water Canal,24.43,5,0.2047,4.885,75.0,45.0,0,0,116,56,163,0.421,Fully Disbursed,Possession Taken (Sec 38),Pending Environmental Clearance,Full Possession,Moderate,Medium,2,3,5,20.36,0,0
PCL-10156,PRJ-1119,Haryana,Faridabad,28.200867,76.251927,Industrial Corridor / SEZ,51.08,49,0.9593,1.0424,72.0,78.0,0,146,25,0,173,0.57,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Substantial Possession (>70%),Low / Resistant,Low,1,2,4,27.79,1,226
PCL-10157,PRJ-1141,Madhya Pradesh,Ujjain,25.723438,76.735223,Highway / Expressway,76.98,101,1.312,0.7622,50.0,47.0,0,49,15,0,110,0.203,Partially Disbursed,Notification Pending,Approved,Contested / Encroached,Moderate,Low,1,3,1,25.19,1,101
PCL-10158,PRJ-1177,Andhra Pradesh,Krishna,16.192191,80.412339,Irrigation / Water Canal,16.01,17,1.0618,0.9417,81.0,75.0,0,0,92,32,254,0.377,Fully Disbursed,Award Declared (Sec 23),Approved,Full Possession,High / Cooperative,Medium,2,4,5,15.82,0,11
PCL-10159,PRJ-1061,Rajasthan,Kota,26.958882,73.496221,Renewable / Solar Park,19.27,18,0.9341,1.0705,69.0,75.0,0,135,78,18,153,0.847,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,Moderate,Low,1,3,5,23.74,1,226
PCL-10160,PRJ-1021,Karnataka,Belagavi,16.914909,75.019968,Industrial Corridor / SEZ,118.25,102,0.8626,1.1593,88.0,79.0,1,506,105,45,154,0.628,Disputed in Escrow,Preliminary Notification (Sec 11),Pending Environmental Clearance,Contested / Encroached,Low / Resistant,High,3,2,1,57.78,1,455
PCL-10161,PRJ-1111,Karnataka,Kalaburagi,14.751096,77.726883,Industrial Corridor / SEZ,21.98,49,2.2293,0.4486,70.0,59.0,0,76,117,57,316,0.431,Partially Disbursed,Notification Pending,Under Scrutiny,Full Possession,Moderate,Low,1,3,5,28.82,0,16
PCL-10162,PRJ-1233,Uttar Pradesh,Noida,27.078213,78.421752,Urban Metro / Transit,60.54,144,2.3786,0.4204,76.0,88.0,0,304,157,97,238,0.605,Pending Disbursal,Declaration Published (Sec 19),Under Scrutiny,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,27.42,0,5
PCL-10163,PRJ-1258,Odisha,Cuttack,21.506196,84.301613,Industrial Corridor / SEZ,15.11,31,2.0516,0.4874,86.0,36.0,1,527,131,71,112,0.28,Disputed in Escrow,Possession Taken (Sec 38),Under Scrutiny,Partial Possession (30-70%),Low / Resistant,High,3,2,3,60.9,1,476
PCL-10164,PRJ-1220,Tamil Nadu,Coimbatore,10.330253,79.537131,Airport Infrastructure,8.85,32,3.6158,0.2766,88.0,63.0,0,177,15,0,187,0.521,Partially Disbursed,Preliminary Notification (Sec 11),Approved,Full Possession,Moderate,Medium,2,3,5,24.14,0,2
PCL-10165,PRJ-1043,Tamil Nadu,Salem,10.513107,79.767976,Airport Infrastructure,69.35,177,2.5523,0.3918,47.0,22.0,0,60,76,16,218,0.66,Partially Disbursed,Notification Pending,Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,32.79,1,334
PCL-10166,PRJ-1186,Gujarat,Surat,21.359091,70.924715,Airport Infrastructure,152.56,483,3.166,0.3159,56.0,72.0,0,131,41,0,245,0.426,Partially Disbursed,Declaration Published (Sec 19),Approved,Partial Possession (30-70%),Moderate,Medium,2,3,3,29.92,1,167
PCL-10167,PRJ-1248,Karnataka,Kalaburagi,13.79351,75.53129,Irrigation / Water Canal,52.76,58,1.0993,0.9096,81.0,84.0,0,88,167,107,91,0.602,Partially Disbursed,Possession Taken (Sec 38),Conditional Clearance,Initial Stage (<30%),Moderate,Medium,2,3,2,16.18,1,103
PCL-10168,PRJ-1174,Odisha,Angul,21.63222,85.707868,Irrigation / Water Canal,31.36,42,1.3393,0.7466,82.0,37.0,0,164,142,82,112,0.434,Pending Disbursal,Possession Taken (Sec 38),Pending Environmental Clearance,Substantial Possession (>70%),High / Cooperative,Low,1,4,4,20.84,1,119
PCL-10169,PRJ-1114,Odisha,Sundargarh,20.514171,85.694378,Highway / Expressway,34.56,69,1.9965,0.5009,87.0,67.0,0,0,15,0,311,0.469,Fully Disbursed,Notification Pending,Approved,Partial Possession (30-70%),Moderate,High,3,3,3,21.31,1,144
PCL-10170,PRJ-1006,Madhya Pradesh,Bhopal,22.937512,79.254059,Industrial Corridor / SEZ,14.08,9,0.6392,1.5643,64.0,46.0,0,89,33,0,240,0.408,Partially Disbursed,Notification Pending,Approved,Full Possession,High / Cooperative,Low,1,4,5,25.26,1,159
PCL-10171,PRJ-1081,Karnataka,Bengaluru Rural,12.97553,75.432998,Railway & Freight Corridor,103.91,135,1.2992,0.7697,77.0,75.0,0,0,140,80,236,0.624,Fully Disbursed,Preliminary Notification (Sec 11),Pending Environmental Clearance,Substantial Possession (>70%),High / Cooperative,Medium,2,4,4,15.95,0,0
PCL-10172,PRJ-1179,Gujarat,Vadodara,22.057678,72.638265,Airport Infrastructure,56.73,104,1.8332,0.5455,71.0,66.0,1,0,26,0,247,0.705,Fully Disbursed,Declaration Published (Sec 19),Approved,Substantial Possession (>70%),Low / Resistant,Very High,4,2,4,50.96,1,332
